passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,tonal_band,topology_role,world_run_profiles,avg_count,avg_ratio_of_run,avg_ratio_within_band,avg_hoeren_energy_tone,avg_mcm_rekopplung_quality,avg_mcm_strain_quality,avg_mcm_carry_quality,avg_mcm_tension,avg_rezeptor_field_intake_pressure
1,0,0,0,0,0,0,tonal_high,bruecke_tragend,24,334.0833333333333,0.045435082993365954,0.13357175270430874,0.09716855702392603,0.7412436279015607,0.13516676637232142,0.59837085588501,0.056247600417634096,0.056247600417634096
1,0,0,0,0,0,0,tonal_high,offen_unruhig,24,744.9166666666666,0.10068717660560328,0.2960039302302996,0.1534678501332437,0.7270675690675508,0.13944787704453976,0.569396686849614,0.08703645959321338,0.08703645959321338
1,0,0,0,0,0,0,tonal_high,offenes_feld,24,370.2083333333333,0.04753899057821745,0.13975927699348295,0.09910551812725428,0.7320557763007498,0.12666812397419389,0.570185187037657,0.06089657862746984,0.06089657862746984
1,0,0,0,0,0,0,tonal_high,rand_kipp,24,977.125,0.11317858311732115,0.3327430466121672,0.28626129574878995,0.6850606558793003,0.17694196288438183,0.5063468574448737,0.1618201130687388,0.1618201130687388
1,0,0,0,0,0,0,tonal_high,zentrum_rekoppelnd,24,312.5833333333333,0.03330611888914691,0.09792199345974155,0.08394978493686177,0.7455954768613928,0.122501343599208,0.5961915171665931,0.04721976802297639,0.04721976802297639
1,0,0,0,0,0,0,tonal_low,bruecke_tragend,24,507.4583333333333,0.06128173619449639,0.18563127184393893,-0.1308665367655931,0.7410559688305222,0.1361277171002183,0.5979755404331598,0.06253316635436319,0.06253316635436319
1,0,0,0,0,0,0,tonal_low,offen_unruhig,24,889.5,0.11458095066524872,0.34707362248049317,-0.16472950904601671,0.7287457494360492,0.14231465041019284,0.5758604908809091,0.08805013290118457,0.08805013290118457
1,0,0,0,0,0,0,tonal_low,offenes_feld,24,193.0,0.022922660169506472,0.06943651931328727,-0.1285827930154699,0.7317319522850863,0.1288976035168852,0.5713584709674433,0.06307581368760386,0.06307581368760386
1,0,0,0,0,0,0,tonal_low,rand_kipp,24,879.3333333333334,0.1119172065340624,0.33900684406871123,-0.21765790427475062,0.6974984348413144,0.1657516789768738,0.5285712692589118,0.126646695178783,0.126646695178783
1,0,0,0,0,0,0,tonal_low,zentrum_rekoppelnd,24,188.95833333333334,0.01942712102358336,0.058851742293569355,-0.11351477771611868,0.7453862935117724,0.12503329513623412,0.5975279600980884,0.05087562697272812,0.05087562697272812
1,0,0,0,0,0,0,tonal_mid,bruecke_tragend,24,460.375,0.06156934364062961,0.18673954792661762,-0.038275248035176714,0.7418834110022147,0.13387305346505998,0.5992200015918842,0.048957901865692655,0.048957901865692655
1,0,0,0,0,0,0,tonal_mid,offen_unruhig,24,253.625,0.03030069012980975,0.0918950557052667,-0.03072775966420495,0.7271407083648577,0.13961366275482387,0.5728165928883515,0.06033193525047017,0.06033193525047017
1,0,0,0,0,0,0,tonal_mid,offenes_feld,24,577.375,0.07207958858270691,0.21860693857642763,-0.018468424876711496,0.7312710419142204,0.12463903770251171,0.5681296116083385,0.043210153710468095,0.043210153710468095
1,0,0,0,0,0,0,tonal_mid,rand_kipp,24,157.0,0.01827314246179183,0.05541694966688645,-0.030256308248602096,0.6885672317978623,0.16174280797443594,0.5088418942628471,0.08159546247124093,0.08159546247124093
1,0,0,0,0,0,0,tonal_mid,zentrum_rekoppelnd,24,1206.7916666666667,0.1475016084145098,0.4473415081248016,-0.018904754076563928,0.7466609102584177,0.12025243511550822,0.5972924030315867,0.033045875359259694,0.033045875359259694
